Description,VoteCount,Rating,Year,Title
"Ömer, the eldest son of Bozbeyler, a well-established family of Mardin, grew up in Istanbul and established a life for himself. Omer meets Leyla. Leyla and Omer remain in the middle of revenge.",45.0,4.8,2013–2014,1279. Adini Kalbime Yazdim
"Azra and Kerem is a couple who meets Sebnem, however Sebnem doesn't know they're together. Sebnem has cancer, the doctor said she will die soon. Sebnem is in love with Kerem. Kerem and Azra decides to get Kerem in a relationship with Sebnem.",315.0,4.4,2013,1280. A.S.K.
"Came to power in the Democratic Party government in 1950 and prime minister described the Adnan Menderes period of turbulent processes in inhabited political journey I loved him very much, following the Korean War, the Soviet threat, NATO accession process and the government of the increasingly difficult political surfaced the structuring junta plans.",80.0,5.9,2013–2014,1281. Ben Onu Çok Sevdim
,55.0,7.0,2013–2014,1282. Kizma Kazan
"The characters in the program director, actor, pianist and occasional consists of every episode guest players.",3300.0,7.8,2013–2015,1283. Arkadaşım Hoş Geldin
Stories of Turkey in the nineties.,181.0,4.3,2013–2014,1284. Doksanlar
"A school of life where students learn new lessons in lessons, at the same time have fun together, build solid friendships, learn to be with their friends during difficult times. The 10-A class, where the disgruntled students of the school come together, is the fear of the teachers.",97.0,2.8,2013,1285. Bizim Okul
Adventures of a chronic bachelor in Istanbul who narrates his various experiences with women.,231.0,7.0,2013,1286. Otisabi
,66.0,5.4,2013,1287. Görüs Günü Kadinlari
"In 1711, the Ottoman Empire defeated the Russian Empire and entered a period of stagnation. The story begins with Patrona Halil's brother hanging with the order of the sultan. The Ottomans got away from the war and organized more fun in the tulips gardens. The opponents of the Janissaries and some anti-Sultan gangs trying to organize can not dare a rebel.",82.0,5.7,2013,1288. Osmanlida Derin Devlet
What happened to this show ?? Why it stopped it was good show can someone tell us what happened and where and how can I watch it??,37.0,4.8,2013,1289. Firuze
,35.0,4.5,2013–2014,1290. Gurbette aşk
Mete will take revenge for the death of his father and fight alone against a big mafia.,276.0,7.7,2013–2014,1291. Eski Hikaye
"From the first days in the police school until the day they start working as a police officer, the training, the problems experienced, the realities of the profession and of course the indispensable love",41.0,5.0,2013,1292. Her Sey Yolunda Merkez
"Years later Keriman decided to return to her neighborhood; the family and the great love that survives, plays all the stones in the life of Yunus.",46.0,4.8,2013–2014,1293. Vicdan
"Three siblings who became orphan and were separated in childhood, try to find each other, but they will face problems and they must overcome it.",14.0,5.1,2013–2014,1294. Hiyanet Sarmali
The story of a young man who is the illegitimate child of a rich man who wants to become a legend in the bakery industry.,0.0,,2013–2014,1295. Ask Ekmek Hayaller
The fascinating story of the series begins with the suicide of Sedef. Sedef is married to Emir but commits suicide by skipping from skies by saying that she is in love with Ali. Upon this Emir Atasoylu will take revenge. He swears that Ali will take away everything he owns and loves.,66.0,3.1,2013–2014,1296. İnadına Yaşamak
,22.0,2.5,2013–,1297. Söylemezsem Olmaz
The story of a young girl who has to go to the same university as a student with her father.,134.0,3.7,2013,1298. Babam Sinifta Kaldi
Idealistic cop Nazli and old-fashioned Murat become partners in the homicide department. They must learn to work together in order to solve the cases.,63.0,5.6,2013,1299. Güzel Çirkin
The adventures of a playful and hyperactive monkey Kukuli and friends Tinky and Minky.,30.0,5.3,2013–2019,1300. Kukuli
,62.0,4.8,2013–2014,1301. Sakli Kalan
,0.0,,2013,1302. Tozlu Yollar
,31.0,2.6,2013,1303. Kahireli Palas
,7.0,6.3,2013–2014,1304. Hayat Dediğin
"Whilst sharing his various experiences on nature and wildlife throughout the journeys, Serdar Kilic tells us that we need to embrace nature again in order to live healthy and peaceful.",54.0,7.7,2013–,1305. Dogadaki Insan
,47.0,2.4,2013,1306. Salih Kusu
"The people of northern side of Turkey, struggles the greedy imperialist force to not to give-in the land they grow up with some interior entanglement.. In their stubborn way..",59.0,5.6,2013–2014,1307. Sevdaluk
The program consists Okan interviewing various celebrities and segments of his unique brand of humour.,194.0,7.7,2013–2014,1308. Makina Kafa
"Taner, who wants to take revenge on the rich Haznedar family, kidnaps the bride of the family and replaces her with another woman who looks exactly like her.",38.0,3.4,2013–2015,1309. Aşkın Bedeli
"The life of a young couple, which changes with the birth of their baby, is told through the eyes of the baby and the world of imagination in an entertaining way.",960.0,3.8,2013,1310. Bebek işi
"A resistance in brink of defeat , turns their greatest foe into their greatest ally.",79.0,6.8,2013,1311. Half Life Lambda Protocol
,0.0,,2013,1312. Tuhaf Taksi
,0.0,,2013,1313. Rüzgarlı Sokak
,12.0,5.7,2013,1314. Evden Uzakta
"A bunch of funny videos are shown by the show hosts Serkan Tinmaz and Can Yilmaz. During the video intermissions, they banter with each other.",7.0,3.7,2013,1315. Süper Matrak
,80.0,7.1,2013,1316. Muhallebi Kafa
,28.0,4.0,2013,1317. Ali Ayse'yi Seviyor
,0.0,,2013,1318. Hizir Ekip
,0.0,,2013,1319. Kibele
"In the 16th century, the heir to a Muslim empire embarks on a dangerous journey to find his true love, who was taken away by her Christian father.",0.0,,2013,1320. Mahmut & Meryem
,0.0,,2013,1321. Osmanli Gürcüleri
,0.0,,2013–2014,1322. Adeland
,23.0,5.6,2013,1323. Bir Yastikta
"In the most unexpected places, in the most remote corners, life awaits you to discover it all over the world.",30.0,5.4,2013–,1324. Bir Dünya Yaşam
,0.0,,2013,1325. Film Gibi
,0.0,,2013–2014,1326. Dehsetin Taniklari
,22.0,5.6,2013–2014,1327. Yekta Kopan'la Cumartesi
,0.0,,2013,1328. Kobra Show
"The 2013-14 Süper Lig was the 56th season of the Süper Lig, the highest tier football league of Turkey.",33.0,6.5,2013–2014,1329. 2013-2014 Süper Lig
,0.0,,2013,1330. Aydin Sevim ile Cancagizim
,0.0,,2013–2014,1331. 2013-2014 TFF 1. Lig
,0.0,,2013–2014,1332. 2010-2011 TFF 1. Lig
"Published on Aug 28, 2013 Original version of Mysteries of Cinema: The scenes that we are most effected in the movies are by all means the scenes with visual effects. These kinds of scenes that we usually see in Hollywood movies are whether mechanical or CGI effects. Many different techniques are being used in the process of film from production to post production. With the help of these techniques which is mystery to the audience, magnificent scenes come out that exceeds the limits beyond our imagination. Our goal is to share these intriguing techniques with the audience as well as entertainment.",0.0,,2013–,1333. Sinemanın Sırları
,0.0,,2013,1334. Yol Geçen Kasabasi
,0.0,,2013,1335. Cosan Show
,0.0,,2013–2015,1336. Deyim Avcilari
,0.0,,2013–2014,1337. Sampiyonlar Ligi 2013 Promo
,0.0,,2013–2014,1338. The Hollywood File
,0.0,,2013,1339. Hey Gidi Günler
"Three Turkish teenagers doing battles, item reviews, very short 'Top 10' videos, plays and much more in front of a camera.",37.0,6.0,2013–2016,1340. Misencan
,0.0,,2013–2014,1341. Hanlardan Plazalara
,0.0,,2013–2014,1342. Mucize Hayatlar
"It has been 50 years since the labor migration to Germany. What happened in these 50 years - The first workers to go are the boss, the workers' children, the teachers and the managers. Metin Türköz, one of the first workers to go, is the life adventures of university student Ceren Gulturk and rapist Çaglar Budakli, who was born and raised there.",0.0,,2013,1343. Almanya'da Yarim Asir
,0.0,,2013,1344. Hostanli Kalayli Saray
,25.0,6.9,2013,1345. Dede Korkut Hikayeleri
,73.0,7.1,2013,1346. Çiplak Kafa
,13.0,6.4,2013–2019,1347. Halk Arenasi
,0.0,,2013,1348. Nasil Çalisir?
,0.0,,2013,1349. Rota
,0.0,,2013–2015,1350. Deniz'den Mutfak Hikayeleri
,19.0,4.8,2013–2015,1351. Zahide ile Yetis Hayata
,0.0,,2013–2016,1352. Medya Dünyasi
Talking to guests about the political agenda.,0.0,,2013–2020,1353. Aklin Yolu
,0.0,,2013,1354. Evimin Ustasiyim
"An Englishman, Andy Boyns, and a Turk, Gozde Serbetci, jump into a caravan and start to explore Turkey. Visiting the beautiful sights of Turkey, they share their exciting moments with you and beautiful images with two different perspectives.",0.0,,2013,1355. Çay Molasi
,0.0,,2013–2014,"1356. Uzay, Evren ve Biz"
The Kara family's life is turned upside down because of a wrongful accusation that results in the imprisonment of Nazif Kara for a murder he didn't commit.,6000.0,7.7,2012–2015,1357. Karadayi
A rising attorney finds his perfectly crafted life threatened when his long-lost childhood friends threaten to expose a dark secret from their past from Kuyudibi district in Istanbul.,6200.0,8.3,2012,1358. Suskunlar
Humorous way of life with three different families that have diversified lifestyle habits.,7200.0,7.2,2012–2014,1359. Yalan Dünya
Describes the battle to save a girl trapped in prostitution gang.,188.0,7.4,2012–2013,1360. Uçurum
It is a long told story about underground of Istanbul streets.,1700.0,7.9,2012–2013,1361. Subat
"Ahmet, Murat and Sadi are actors who dream of shooting a movie and present a documentary called 'Meslek Hikayeleri' in order to make money.",21000.0,8.6,2012–2013,1362. Isler Güçler
A woman falls in love with the man who killed her husband.,348.0,4.2,2012–2014,1363. Dila Hanim
Turkey's series about the events experienced in the 1980s.,2700.0,6.9,2012–2022,1364. Seksenler
"What is happening in Istanbul's back streets? Which lives are flowing, in the shadow of poverty? Women, gypsies, transvestites, street children each are victims of another discrimination. A typical Black Sea family connected to each other will meet with people who are trying to cling to the loneliness of life in this neighborhood.",421.0,7.4,2012–2013,1365. Kayıp Şehir
"After a plane crash, a devoted wife learns that her life and marriage is all a lie.",1100.0,7.4,2012–2013,1366. Son
"On the one hand they try to do their job in the best way, on the other hand they have to deal with the problems in their private lives. ""Orderly Devotional Spirits: Team 1"", which carries the adventures of a seven-man action team on the screen, mirrors the invisible face of the policing profession.",142.0,3.8,2012–2015,1367. Ekip 1: Nizama Adanmış Ruhlar
"The passionate love between 'Sultan and Seyhmus' whose names was promised and dedicated to each other in the same tomb, turns into an uncertain waiting when Seyhmus disappears by flying to France for political reasons. Sultan can't even wish or pray for a child although living in a city in which many Muslim Saints had lived. After 15 years Seyhmus returns home.",172.0,4.1,2012,1368. Sultan
"Adapted from the same title by Kemal Tahir is about the assassination attempt of Mustafa Kemal Ataturk in the first years of the Republic, the turbulent contests and calculations of that period.",62.0,6.7,2012,1369. Kurt Kanunu
A dramatic and exemplary love story of two opposing people living in a peaceful neighborhood.,78.0,4.7,2012–2014,1370. Huzur Sokagi
Turkish television series adapted from Galip Tekin's fantastic story line.,892.0,7.5,2012,1371. Acayip Hikayeler
"A modern Keloglan tale - Nurhan, an ordinary bank employee becomes a groom candidate for the rich family.",513.0,5.3,2012–2015,1372. Zengin Kız Fakir Oğlan
"Muazzez is a beautiful and young girl who loses her father and becomes all alone in this world. After her father's death, she struggles with the difficulties in her life but she never loses her hope. She thinks that she does not have any relative, for this reason, she tries to stand on her own legs.",201.0,3.7,2012,1373. Eve Düsen Yildirim
